Artikelbezeichnung;Pharmacode;EAN-Code;alessandra.schwarz@coop.ch
MEDISET Schere stumpf/stumpf st 40 Stk;7804527;4.05237E+12;
MEDISET Urinkatheter-Set Standard Premium 1;7818735;4.05237E+12;
MEDISET Urinkatheter-Set Standard Superior 1;7817586;4.05237E+12;
MELISEPTOL Wipes sensitive Dose West;4922073;7.61245E+12;
MELISEPTOL Wipes sensitive Nachfüllpack;5030017;7.61245E+12;
MELOLITE Wundkompresse 10cmx7.5cm 100 Btl;1899741;5.00022E+12;
Menthol 1% - Polidocanol 5% - Spiritus 90g;10016375;NA;
MEPILEX (PI-APS) Border Schaumv 10x10cm Sil 5 Stk;7154108;7.64014E+12;
MEPILEX Ag Schaumverband Safetac 10x10cm Sil 5 Stk;3516750;7.33243E+12;
MEPILEX Ag Schaumverband Safetac 15x15cm Sil 5 Stk;6863251;7.32319E+12;
MEPILEX Border Flex 7.5x7.5cm 595250 5 Stk;7837859;7.33335E+12;
MEPILEX Border Sacrum 16x20cm 282060 5 Stk;7837861;7.33335E+12;
MEPORE Wundverband 25x9cm Wundki 20x5cm (n) 30 Stk;7797745;7.32319E+12;
MERFEN Septoclean Spray 70 ml;7779992;7.64025E+12;
METOJECT ENTSORGUNGSBOX GRATIS;10014476;2.06006E+12;
MG5-LONGORAL Kautabl 5 mmol 20 Stk;7236757;7.68046E+12;
Microcare Mischung Nr. 643430;10015200;NA;
Microcare Mischung Nr. 644094;10015200;NA;
Microcare Mischung Nr. 702814;10015200;NA;
Microcare Mischung Nr. 703374;10015200;NA;
Microcare Mischung Nr. 703879;10015200;NA;
Microcare Nervennahrung;10016097;NA;
Microcare Virenschreck für 2 Monate;10016096;NA;
Midazolam Nasenspray 25 mg/ml 5 ml;10016603;NA;
MIGEL 35.01.01.03.1 Falt-Vlieskomp st 10x10cm 1Stk;7559963;NA;
MIKROZID AF wipes Jumbo Ds 220 Stk;7810558;4.03265E+12;
Minoxidil-Lösung 5% 100ml Pipettenflasche;10016563;NA;
Minoxidil-Lösung 5% 2x100ml;10016333;NA;
MIRADENT Xylitol Pulver 350 g;4154740;4.25011E+12;
MOLICARE Men Pants L 7 Tropfen 7 Stk;7724310;4.0522E+12;
MOLICARE Mobile 10 L 14 Stk;7347126;4.0522E+12;
MORGA Schisandra Vegicaps Ds 100 Stk;6234650;7.61049E+12;
MULTI-GYN CalmingCream Tb 50 g;7810636;7.35007E+12;
MULTI-GYN FemiWash Schaum Fl 100 ml;2655662;8.71421E+12;
MUSTELA BB Hydra stick cold cream Stick 10 g;7787666;3.50411E+12;
MUSTELA BIO Creme feuchtigkeitsspendend 150 ml;7767912;3.50411E+12;
MUSTELA BIO Reinigungstücher Wasser 60 Stk;7782706;3.50411E+12;
MUSTELA Hydra Bébé Gesichtscreme norm Haut 40 ml;7784881;3.50411E+12;
MUSTELA Milchschorf Pflege 40 ml;7748707;3.50411E+12;
MUSTELA Mildes Waschgel normale Haut Disp 500 ml;7782460;3.50411E+12;
MUSTELA Öl normale Haut Fl 100 ml;7821041;3.50411E+12;
MUSTELA Reinigungsflu ohne Abspül nor Haut 500 ml;7784313;3.50411E+12;
MUSTELA Reinigungstücher normale Haut Btl 60 Stk;7821046;3.50411E+12;
MUSTELA Schaumshampoo Fl 150 ml;7821043;3.50411E+12;
MUSTELA Sonnenschutz Sonnenmilch LSF50+ Tb 100 ml;7818699;3.50411E+12;
MUSTELA Waschöl trockene Haut 500 ml;7748705;3.50411E+12;
MY.YO Inulin Plv Btl 400 g;1024961;4.26011E+12;
MY.YO Joghurt Ferment mild 3 x 5 g;7186321;4.26011E+12;
MY.YO Joghurt Ferment probiotisch 3 x 5 g;7186338;4.26011E+12;
MYLIFE (PI-APS) UNIO Teststreifen 100 Stk;7751485;7.64014E+12;
MYOSOTIS COMP Heel Tabl 50 Stk;2191731;7.64014E+12;
NAAPREP Nasentropfen Duo 2 x 20 Stk;7118957;7.64011E+12;
Natrii Hypochlorosi solutio 1% 500g (2x250g);10016357;NA;
NATURKRAFTWERKE Grüner Hafertee Bio Btl 40 Stk;7650310;7.64011E+12;
NATURKRAFTWERKE Sanddornöl nativ Demeter 30 ml;2700138;7.64011E+12;
NATURKRAFTWERKE Schwarzkümmelöl Demeter 250 ml;7339598;7.64011E+12;
NATURKRAFTWERKE Süssholzwurzel Stange Bio 75 g;6212111;7.64011E+12;
NATURSTEIN Taiga plus Kaps Glas 100 Stk;7836821;3.01661E+11;
NERVINETTEN Drag 60 Stk;7822188;7.68053E+12;
NERVIXEN PEA Tabl 600 mg 20 Stk;7821540;4.25075E+12;
NESTROVIT Milch Schokolade 500 g;7735821;7.61304E+12;
NESTROVIT Milch Schokolade N18 500 g;1003795;8.44529E+12;
NESTROVIT Weisse Schokolade N18 500 g;1003794;8.44529E+12;
NEUTROGENA Hydro Boost 3 Aqua Creme Ds 50 ml;7771904;3.57466E+12;
NEUTROGENA Hydro Boost 3in1 Mizellenwasser 400 ml;7644798;3.57466E+12;
NEUTROGENA Hydro Boost Aqua Augen Cr Gel Tb 15 ml;7770638;3.57466E+12;
NEUTROGENA Hydro Boost Aqua Perlen Serum 30 ml;7770639;3.57466E+12;
NEUTROGENA Hydro Boost Nacht Crème Topf 50 ml;7770640;3.57466E+12;
NEW NORDIC Blue Berry Eyebright Tabl 120 Stk;1025878;5.02181E+12;
NEW NORDIC Hair Volume Tabl 90 Stk;7851377;5.02181E+12;
NICOLAY Inhalator Plastik;1002247;7.64014E+12;
NICORETTE Polar Mint Kaudepots 4 mg 30 Stk;4923960;7.68041E+12;
NICOTINELL Gum 2 mg cool mint 24 Stk;4114166;7.68054E+12;
NICOTINELL Gum 4 mg cool mint 24 Stk;4114195;7.68054E+12;
NICOTINELL Lutschtabl 1 mg mint 36 Stk;2490008;7.68056E+12;
NIVEA Haarspray Diamond Gloss Care 250 ml;6376692;4.0059E+12;
NIVEA Kids 2in1 Shower & Shampoo Boy 500 ml;7747752;4.0059E+12;
NOBITE Kids Lotion 100 ml;7841163;7.63E+12;
NOVOPEN 6 Injektionsgerät blau;7829196;5.71225E+12;
NOVOPEN 6 Injektionsgerät grau;7829197;5.71225E+12;
NU GEL Hydrogel mit Alginat (n) 3 x 15 g;7850580;4.0546E+12;
NUTREXIN Basenbad Original 6 Btl 60 g;7336269;7.64018E+12;
NUTRINIDRINK Smoothie rote Früchte 200 ml;5317813;8.7169E+12;
NUTROF Total Vit Spuren Omega 3 Kaps Vit D3 90 Stk;7843697;3.66204E+12;
OB Tampons ProComfort Super Plus (neu) 32 Stk;7803181;3.57466E+12;
OCTENIDERM Lös farblos mit Verschluss Fl 250 ml;4106020;7.68049E+12;
OCULEA SOFT Augentropfen Fl 10 ml;1002986;7.63E+12;
OCUTEARS Hydro+ 0.4 % Fl 10 ml;7806967;4.98708E+12;
OMEGA-LIFE Protect 500 Kaps Ds 60 Stk;7739778;7.6147E+12;
OMIDA Acidum phosphoricum Glob D 6 14 g;6754987;7.64036E+12;
OMIDA Apis mellifica Glob D 12 14 g;6752480;7.64011E+12;
OMIDA Arnica Glob D 6 2 g;6764017;7.64011E+12;
OMIDA Arsenicum album Glob C 30 m Dosierhilfe 4 g;2952992;7.6401E+12;
OMIDA Asa foetida Glob C 30 14 g;6756182;7.64036E+12;
OMIDA Carbo vegetab Glob C 30 m Dosierhilfe 4 g;2954146;7.6401E+12;
Omida Cardiospermum D6 Globuli 14 g;10016486;NA;
OMIDA China Glob C 30 14 g;6753456;7.64011E+12;
OMIDA Cuprum metallicum Glob D 12 14 g;6755308;7.64036E+12;
OMIDA Gingko biloba C 30 14g;10016545;NA;
Omida Hebammenapotheke C-Potenzen 63 Mittel;10016496;NA;
OMIDA Hypericum Glob C 200 2 g;4620099;7.64011E+12;
OMIDA Natrium chloratum Glob C 200 14 g;6757419;7.64036E+12;
OMIDA Natrium chloratum Glob C 30 2 g;4173252;7.64036E+12;
OMIDA Nux vomica Glob C 30 14 g;6752617;7.64011E+12;
OMIDA Nux vomica liq D 3 15ml;10016392;NA;
OMIDA Passiflora incarnata Glob C 30 14 g;6757477;7.64036E+12;
OMIDA Rhus toxicodendron Glob C 30 14 g;6752669;7.64011E+12;
OMIDA Rubiderm N Creme Tb 50 g;1636007;7.68053E+12;
OMIDA Rubisan N Creme Tb 100 g;5371706;7.68052E+12;
OMIDA Ruta Glob C 30 m Dosierhilfe 4 g;2954347;7.6401E+12;
OMIDA SCHÜSSLER Nr1 Cal fluor Tabl D 12 Ds 1000 g;2787464;7.64011E+12;
OMIDA SCHÜSSLER Nr11 Silicea Tabl D 12 Ds 1000 g;2762346;7.64011E+12;
OMIDA SCHÜSSLER Nr3 Ferr phos Tabl D 12 Ds 350 g;5036304;7.64011E+12;
OMIDA SCHÜSSLER Nr3&8 Ferr pho plus Cre-Gel 200 ml;5491356;7.64011E+12;
OMIDA SCHÜSSLER Nr5 Kal phos Creme D 6 Tb 75 ml;3013440;7.64011E+12;
OMIDA SCHÜSSLER Nr6 Kal sulf Tabl D 12 Ds 100 g;2796322;7.64011E+12;
Omida Urtinktur Mischung 100ml;10016577;NA;
OMIDA Zincum valerianicum Glob D 30 14 g;6758057;7.64036E+12;
OMIDALIN Spray Fl 30 ml;2799272;7.6401E+12;
OMIDALIN Wundtinktur Fl 20 ml;363180;7.68021E+12;
OMNICAN Insulin 100 1ml 0.3x8mm G30 einz 100 x;3206334;4.03924E+12;
OMNIFIX Fixationsvlies 10cmx10m elastic weiss;2164220;4.0495E+12;
OMNIMED DALCO Fingerschiene M silber blau;1798715;7.61214E+12;
OMRON Fieberthermometer Flex Temp Smart;7849497;4.01567E+12;
OPI Files Edge File 180 Grit;5463615;6.19828E+11;
OPI Infinite Shine Fall Wonders Brown Earth;7843776;4.06467E+12;
OPI Infinite Shine Fall Wonders Peace Mined;7843743;4.06467E+12;
OPI Infinite Shine Fall Wonders Red-veal;7843781;4.06467E+12;
OPI Infinite Shine Fall Wonders Rust&Relax;7843748;4.06467E+12;
OPI Infinite Shine Fall Wonders Suzi Takes;7843750;4.06467E+12;
OPI Infinite Shine Hollywood H004 Hollyw &Vibe;7793866;3.6163E+12;
OPI Infinite Shine Lacquer ISLL00 Alpine Snow;6921190;94100003320;
OPI Infinite Shine Me Myself and Op Blinded by;1008876;4.06467E+12;
OPI Infinite Shine Me Myself and Op Clear Your;1008850;4.06467E+12;
OPI Infinite Shine Me Myself and Op Spring Break;1008820;4.06467E+12;
OPI Infinite Shine Mexico Mexico City;7759225;3.61423E+12;
OPI Infinite Shine Mexico Suzi's Sling;7759228;3.61423E+12;
OPI Infinite Shine XBox Coll Heart&Con-Soul;7826062;4.06467E+12;
OPI Infinite Shine XBox Coll Pixel Dust;7826075;4.06467E+12;
OPI Infinite Shine XBox Coll Sage Simulation;7826057;4.06467E+12;
OPI Infinite Shine XBox Coll Suzi is my A;7826058;4.06467E+12;
OPI Infinite Shine XBox Coll Trading Paint;7826064;4.06467E+12;
OPI Nail Envy Original 15 ml;7490065;6.19828E+11;
OPI Nail Treat Repair Mode 9 ml;1031636;4.06467E+12;
OPI Nail Treat Start to Finish (re) 15 ml;7779489;3.6163E+12;
OPI Nail Treat Tinted Nail Envy Bubble B 15 ml;6404454;6.19828E+11;
OPI Nature Strong Collection Kind of a Twig;1008871;4.06467E+12;
OPI Soothing Moisturizer Mask 118 ml;7128223;6.19828E+11;
OPSITE FLEXIGRID Wundverband 6x7cm 100 Btl;1409843;5.00022E+12;
OPSITE POST OP Folienverb 6.5x5cm EINZELN;10016088;NA;
OPTI FREE PureMoist Lös 2 Fl 300 ml;6802404;3.00654E+11;
OPTIFIBRE Plv (neu) Ds 250 g;7846604;7.61329E+12;
ORTHOMOL Immun Gran Btl 30 Stk;7842816;4.26002E+12;
ORTOPAD Happy Occlusionspfla medium 50 Stk;5548010;4.02627E+12;
ORTOPAD Occlusionspfla Med Girls 2-4J 50 Stk;3203413;4.02627E+12;
ORTOPAD Occlusionspflaster Mix Junior 100 Stk;6479788;NA;
OSIRIS CBD Aromapflegeöl Gelenkwohl Pip Fl 30 ml;7749746;7.64018E+12;
OTOFREI Ohrenkerzen 2 Stk;3271320;7.6401E+12;
OTOVENT Set;1003787;7.35013E+12;
OYONO Nacht N Tabl 20 Stk;1001153;7.61114E+12;
OYONO Nacht N Tabl 40 Stk;1001626;7.61114E+12;
OYONO Nacht Tabl 20 Stk;7831921;7.61114E+12;
OYONO Nacht Tabl 40 Stk;7831922;7.61114E+12;
PADMA GALETEN Kaps 60 Stk;7654704;7.6401E+12;
PARAKITO Armband Erwachsene blau;1007563;3.53268E+12;
PARAKITO Armband Erwachsene schwarz;1007565;3.53268E+12;
PARAKITO Armband Erwachsene weiss;1007564;3.53268E+12;
PARAKITO Armband Junior Einhörner;1007566;3.53268E+12;
PARAKITO Armband Junior Federn;1007569;3.53268E+12;
PARAKITO Armband Junior Monster;1007567;3.53268E+12;
PARAKITO Armband Junior Tarnung;1007568;NA;
PARANIX Shampoo 5 Minuten 200 ml + Kamm;7853280;5.40095E+12;
PARI BOY Classic Typ 130;7782674;4.26002E+12;
PARI MucoClear 6 % NaCl Inhalationslös 20 Amp 4 ml;3688385;4.26002E+12;
PARI VORTEX Vorschaltkam Erwachsenen weich (n);1009980;4.25186E+12;
PARO Amin Fluor Gelée Frut Fl 200 ml;2576046;7.68051E+12;
PARO Fluor Gelée Natriumfluorid Mint Fl 200 ml;3413613;7.6804E+12;
PARO Interspace Bürste F soft weiss refill 6 Stk;2074155;7.61046E+12;
PARO Isola Long 1.9mm xxx-fein weiss zyl 10 Stk;3489496;7.61046E+12;
Pasta Cerata Schleich 100g;10016532;NA;
PATIS-COLOR Lebensmittelfarbe blau 10 ml;5320608;7.64011E+12;
PEDICUL HERMAL Fluid Fl 200 ml;3467371;4.04276E+12;
Permethrin 5 % Creme 50 g in Ung. emulsificans aq;10016437;NA;
PERNATON Chondroitin + Curcuma Kaps Vit C 90 Stk;7737145;7.6147E+12;
PERSPIREX Foot Lotion Antitranspirant 100 ml;7361669;8.03274E+12;
Pflegesalbe 2x200g Salbentopf;10016548;NA;
PHILIPS AVENT Klassik Brei-Sauger Y-Schlitz;4921300;8.7101E+12;
PHILIPS AVENT Natural Sauger 1 0M 2 Stk;7716405;8.7101E+12;
PHILIPS AVENT Natural Sauger 3M+ 2 Stk;7716440;8.7101E+12;
PHILIPS AVENT Naturnah-Sauger Neugeborene 2 Stk;7705979;8.7101E+12;
PHILIPS AVENT Stilleinlagen einw SCF254/61 60 Stk;7815610;8.7101E+12;
PHILIPS Sonicare ProtectiveClean 4300 HX6807/28;7750246;8.7101E+12;
PHÖNIX Lachesis comp spag 100 ml;2498926;7.6806E+12;
PHÖNIX Urtica urens comp spag 50 ml;5012031;7.6806E+12;
PHYTOMED GEMMO Tilia platyphyllos liq D 1 30 ml;2682038;7.61301E+12;
PHYTOMED GEMMO Viburnum lantana liq D 4 Spr 30 ml;3940873;7.61301E+12;
PHYTOMED SCHÜSSLER Nr3 Ferr phos Tabl D 6 500 g;2404210;7.61301E+12;
PHYTOMED Schwarzkümmelöl Bio 100 ml;2447426;7.61301E+12;
PHYTOPHARMA Altea Pastillen 40 Stk;2426708;7.64011E+12;
PHYTOPHARMA Apricoderm Topf 8 ml;2512738;7.64011E+12;
PHYTOPHARMA Bromelain Kaps 45 Stk;1008660;7.64011E+12;
PHYTOPHARMA Echinacea Pastillen 55 g;7786815;7.64011E+12;
PHYTOPHARMA Hanföl CBD 10 % Pip Fl 10 ml;7845276;7.64011E+12;
PHYTOPHARMA Holunderblüten Pastillen 40 Stk;2698128;7.64011E+12;
PHYTOPHARMA Omega 3-6-9 Kaps 110 Stk;3719944;7.64011E+12;
PHYTOPHARMA Propolis Pastillen Ds 55 g;7830984;7.64011E+12;
PHYTOPHARMA Schwarz Knoblauch Weissdo Kaps 100 Stk;7783185;7.64011E+12;
PHYTOPHARMA Schwarzkümmelöl Kaps 500 mg 170 Stk;3448043;7.64011E+12;
PHYTOPHARMA Zimt Plus Kaps Ds 150 Stk;7058942;7.64011E+12;
PIC SOLUTION Fullwash Irrigator Set 2L;7842033;8.05809E+12;
PLAKACT Gel 0.2 % Chlorhexidin Tb 33 g;7852870;8.05151E+12;
PLAKACT Mundspüllösung 0.1 % Chlorhexidin 250 ml;7852872;8.05151E+12;
PM (SL) Antischweiss 20% Tropfen 100 ml;10008007;NA;
PM (SL) D472/15 Salicylvaseline 20%, 100g;10008007;NA;
PM (SL) Pipettenflasche 20ml;10008007;NA;
PM (SL): Amoxicillin Sandoz 1000mg 12 Tbl.;10008007;NA;
PM (SL): Amoxicillin Sandoz 1000mg 2 Tabletten;10008007;NA;
PODERM Huile Sérum Ongles Apaisante Fl 8 ml;7275639;7.64018E+12;
Polidocanol Coldcream 5% KA Kruke 200g;10016289;NA;
Polidocanol Coldcream 5% KA Kruke 500g;10016291;NA;
PREISELSAN mit Cranberry-Extrakt Tabl 90 Stk;5293627;4.02886E+12;
PRIMA HOME TEST Celiac Test;7769434;7.64016E+12;
PRIORIN Biotin Kaps 120 Stk;7835086;7.64011E+12;
PRIORIN Biotin Kaps 30 Stk;7835085;7.64011E+12;
PRONTOSAN Wound Gel X steril Tb 50 g;5398651;4.04696E+12;
PROTEFIX Haftpolster Oberkiefer 30 Stk;668821;4.00993E+12;
PROVISAN Gelatine HD10 Plv hydrolisiert Btl 400 g;1515516;7.64012E+12;
PULMEX Baby & Junior Salbe Tb 30 g;7842159;7.64016E+12;
PULVIS, WEITHALSGLAS 30ML;10008186;NA;
PURESSENTIEL Abschw Nasenspr äth Öle Bio 15 ml;7751818;3.70106E+12;
PURESSENTIEL Luftspray Resp OK 20 ml;7757390;3.70106E+12;
PURESSENTIEL Reinigender Luftspr 41 äth Öle 200 ml;5924105;3.40134E+12;
PURESSENTIEL Rückfettende Flüssigseife Disp 250 ml;7806109;3.70106E+12;
PUSH CARE Handgelenkbanda Gr2 15-17cm links hellgr;3233420;8.71567E+12;
QUALIMED Urinbeutel 2l 90cm mit RV 10 Stk;7365621;7.64015E+12;
Quviviq (IMP D) 25mg 20 Stk;10016469;NA;
RÄDIBUZ Fleckenmittel liq Spr 75 ml;7843520;7.6401E+12;
RAUSCH Anti-Grau-Intensiv-Fluid Aronia 30 ml;7740471;7.6215E+12;
RAUSCH Anti-Schuppen-Lotion Huflattich Fl 200 ml;3979450;7.6215E+12;
RAUSCH Entwirr-Spray Schweizer Kräuter (#) 100 ml;3655606;7.6215E+12;
RAUSCH Hairspray Flexible N-Aerosol 150 ml;6864138;7.6215E+12;
RAUSCH Nähr-Kur Weizenkeim (#) Tb 100 ml;6199267;7.6215E+12;
RAUSCH Original Haartinktur Fl 200 ml;3979467;7.6215E+12;
RAUSCH Sensitive-Serum Herzsamen Disp 100 ml;7835771;7.6215E+12;
RAUSCH Styling Mousse Strong Aerosol 150 ml;6772123;7.6215E+12;
REACH Zahnseide 200m gewachst Ds;1002035;8.80105E+12;
RECOZIT Fruchtfliegenfalle (#);4678696;4.0023E+12;
RECOZIT Lebensmittelmotten Streifen 4 Stk;3953692;4.0023E+12;
RECOZIT Ratten und Mäuse 10 x 15 g;7745121;7.64011E+12;
REDOXON Zinc Brausetabl Ds 60 Stk;7842054;7.68055E+12;
REFLUCTAN Kautabl Frucht Blist 48 Stk;7849742;7.6401E+12;
REFLUCTAN Kautabl Minze Blist 48 Stk;7849741;7.6401E+12;
REGULATPRO Arthro Fl 350 ml;7315238;4.26008E+12;
REMONDIS Medizin Einwegbehälter 50l blau UN geprü;7079720;NA;
RENNIE Gum Kaugummi 20 Stk;7843740;7.68068E+12;
RESOURCE Maltodextrin Plv (neu) Ds 1300 g;7692969;7.61304E+12;
RESOURCE Protein Erdbeer 4 x 200 ml;3194789;7.61303E+12;
RESOURCE Protein Schokolade 4 x 200 ml;3194708;7.61303E+12;
RESOURCE Protein Waldbeeren 4 x 200 ml;3194803;7.61303E+12;
RESOURCE Ultra High Protein Vanille 4 Fl 200 ml;7736135;7.61304E+12;
RETELAST Netzverband No 5 5m;262906;8.03312E+12;
RETELAST Netzverband No 6 3m;558423;8.03312E+12;
RHENA Ideal Elastische Binde 4cmx5m hautf;7770480;4.0522E+12;
RHENA Varidress 10cmx5m hautfarbig 10 Stk;7768592;4.0522E+12;
RHINOGEN Nasencreme Tb 15 g;1932237;7.68054E+12;
RHINOSTOP 50 Dosierspray 0.05 % Fl 10 ml;2378530;7.68055E+12;
Riboflavin Kapseln 100mg 100 Stück;10016249;NA;
RIOPAN GEL 800 mg (neu) 50 Btl 10 ml;7826367;7.68047E+12;
ROCHE POSAY Anthelios Fluid Oil Cont LSF50+ 50 ml;7851525;3.33788E+12;
ROCHE POSAY Anthelios Gel Oil Control LSF50+ 50 ml;7853303;4.03096E+12;
ROCHE POSAY Anthelios Lot DP LSF50+ Eco Tu 75 ml;7851526;3.33788E+12;
ROCHE POSAY Anthelios Wet DP LSF50+ Eco Tu 200 ml;7851529;3.33788E+12;
ROCHE POSAY Cicaplast Balsam B5+ Tb 100 ml;7835781;3.33788E+12;
ROCHE POSAY Cicaplast Balsam B5+ Tb 40 ml;7835780;3.33788E+12;
ROCHE POSAY Hydraphase HA BB Creme medium Tb 40 ml;1000903;3.33788E+12;
ROCHE POSAY Hydraphase HA UV leicht Tb 40 ml;1000905;3.33788E+12;
ROCHE POSAY Hydraphase HA UV reichhaltig Tb 40 ml;1000904;3.33788E+12;
ROCHE POSAY Lipikar Baume AP+M -20% Disp 400 ml;7784879;4.03096E+12;
ROCHE POSAY Lipikar syndet AP+ - 20% Disp 400 ml;6827999;7.6101E+12;
ROCHE POSAY Lipikar syndet AP+ Nachfüll 400 ml;7851532;3.33788E+12;
ROCHE POSAY Pure Niacinamide 10 Serum Fl 30 ml;7835782;3.33788E+12;
ROCHE POSAY Toleriane dermo nettoyant 200 ml;2770541;3.43342E+12;
ROCHE POSAY Toleriane fdt fluide 11 (#) 30 ml;4675427;3.33787E+12;
ROCHE POSAY Toleriane fdt fluide 13 Tb 30 ml;1019944;3.33788E+12;
ROCHE POSAY Toleriane fdt Min Compact 11;4675410;3.33787E+12;
ROCHE POSAY Toleriane Mascara Volume schw 6.9 ml;7542448;3.33788E+12;
ROCHE POSAY Toleriane Rosaliac AR Konzent 40 ml;1000902;3.33788E+12;
ROCHE POSAY Toleriane Rosaliac AR Pfl LSF30 50 ml;1000900;3.33788E+12;
RÖÖSLI Duschgel Tb 200 ml;7848878;7.64021E+12;
RUBIMED Anhalonium levinii plus Tropfen 50 ml;2216773;7.64047E+12;
RUBIMED Chelidonium comp Glob 45 g;3110338;7.64047E+12;
RUBIMED Millefolium comp Glob 45 g;3110404;7.64047E+12;
RUBIMED Tarantula hispanica plus Glob 45 g;3110491;7.64047E+12;
RUBIS Pinzette schräg Inox;2548914;7.61295E+12;
RÜSCH Brill Ballon Kathet CH12 40cm 10ml Sil;2733273;4.0267E+12;
RÜSCH Brill Ballon Kathet CH14 40cm 10ml Sil;2733250;4.0267E+12;
Rytmonorm Filmtabl 150 mg 100 Stk (DE);10016322;NA;
SAHAG Griffpolster Neotex Reissvers schwarz 1 Paar;2486716;7.64011E+12;
SAHAG Krücken Anato Soft 76-96cm alu schwa 1 Paar;7843504;4.25042E+12;
SAHAG Krücken Ergo Hart 76-96cm alu blau 1 Paar;7843505;4.25042E+12;
SAHAG Krücken Ergo Hart 76-96cm alu schwarz 1 Paar;7843506;4.25042E+12;
SAHAG Urinbeutel 2l 90cm mit Ablauf 10 Stk;765814;7.64011E+12;
SALBENTOPF PLASTIK 250ML;10008174;NA;
SALBENTOPF PLASTIK 30ML;10008169;NA;
Salicyl 2%-Glycerin 2%-Vaseline 30g Tube;10016541;NA;
Salicyl 3%-Glycerin (85%) 3%-Vaseline 100g Kruke;10016432;NA;
Salicylglycerin-Vaseline 3% Kruke 50g;10016421;NA;
Salicylsäure 3%-Glycerin 3% mit Vaseline 50g Kruke;10016377;NA;
Salicylspiritus 1% 180g (200ml);10016378;NA;
Salicylspiritus 3%  90 g (100ml);10016343;NA;
Salicylspiritus 3% KA 200ml;10016347;NA;
Salicylvaseline 10%  KA 2x250g Salbentopf;10016472;NA;
Salicylvaseline 10% 500g Kruke;10016492;NA;
Salicylvaseline 10% KA 50g;10016381;NA;
Salicylvaseline 10% KA 50g Kruke;10016381;NA;
Salicylvaseline 10% KA Topf 100g;10016300;NA;
Salicylvaseline 10% KA Topf 80gr.;10016346;NA;
Salicylvaseline 10% Kruke 100g;10016302;NA;
Salicylvaseline 10% Kurke 200g;10016444;NA;
Salicylvaseline 20% KA Kruke 100g;10016505;NA;
Salicylvaseline 3% Kruke 200g;10016529;NA;
Salicylvaseline 3% Kruke 500g;10016513;NA;
Salicylvaseline 3% Kruke 50g;10016451;NA;
Salicylvaseline 5% KA Topf 100g;10015359;NA;
Salicylvaseline 5% KA Topf 50g;10016297;NA;
SALTRATES Bimsstein;1720736;7.64012E+12;
SALUS Kindervital Calcium + Vit D Fl 250 ml;7838502;4.00415E+12;
SALUS Multi-Vitamin Energetikum Fl 250 ml;7838501;4.00415E+12;
SANACURA Ohrenkerzen 2 Stk;7485153;8.01769E+12;
SANAYA Aroma&Bachblüt Spray Atmosphere Bio 100 ml;7830185;7.64015E+12;
SANAYA Aroma&Bachblüt Spray Concentr Bio 100 ml;7830184;7.64015E+12;
SANAYA Aroma&Bachblüt Spray Sleep Well Bio 100 ml;7830186;7.64015E+12;
SANAYA Aroma&Bachblüt Spray Zen Bio 100 ml;7830188;7.64015E+12;
SANDDORN ARGOUSIER Feuchtigkeitscrème Tb 50 ml;7842180;6.42062E+12;
SANITY Birnspritze Gr7 143ml zweiteilig;6065354;7.61047E+12;
SANITY Irrigator Set komplett 1L Btl;7849023;7.61149E+12;
SANITY Ohrspritze Gr5 41ml;6065271;7.61047E+12;
SANOR Fingerling Latex Gr2 gepudert leicht;7780061;NA;
SANOR Fingerling Latex Gr5 gepudert leicht 12 Stk;7842084;7.61149E+12;
SANUM Aspergillus niger Tropfen D 5 10 ml;2295502;7.64014E+12;
SANUM Trichophyton verrucosum Tropfen D 6 10 ml;2299210;7.64014E+12;
Satisfeet CBD Magnesium Creme 100ml;10016109;NA;
SATISFEET Hornhautweicherspray 100 ml;7743049;7.61235E+12;
SCHIMMEL STOP Antischimmel Vapo 250 ml;1467214;4.00152E+12;
SCHNARWILER kolloidales Silberwasser 25ppm 30 ml;6250755;7.64012E+12;
SCHOENENBERGER Schwarzrett Heilpflanzensaft 200 ml;2368081;7.68025E+12;
SCHOLL 2in1 Stift bei Nagelpilz;5320330;5.0522E+12;
Schüttelpinselung weiss 100 g;10016523;NA;
SEDONIUM Drag 50 Stk;2321814;7.68055E+12;
SELOMIDA Muskeln Plv 12 Btl 7.5 g;6771626;7.68065E+12;
SENI Care Hautschutzcreme mit Arginin Tb 200 ml;7772717;5.90052E+12;
SENI Man Normal Einlagen 15 Stk;6338792;5.90052E+12;
SENI Man Super Einlagen 20 Stk;3063969;5.90052E+12;
SERVOPRAX Einmalpinzette 12.5cm ana st tran 50 Stk;7610813;4.05292E+12;
SICCAFLUID UD Augengel 0.25 % 30 Monodos 0.5 g;3084078;7.68057E+12;
SIDROGA Abführtee 20 Btl 1 g;2164036;7.68055E+12;
SIGVARIS ECF A-D KKL2 L la ges NHR sa 1 Paar;6094775;7.61171E+12;
SIGVARIS ECF A-D KKL2 L lang off sav 1 Paar;6093451;7.61171E+12;
SIGVARIS ECF A-D KKL2 L norm ges sav 1 Paar;6093706;7.61171E+12;
SIGVARIS ECF A-D KKL2 M la off NHR sa 1 Paar;6094485;7.61171E+12;
SIGVARIS ECF A-D KKL2 M lang ges sav 1 Paar;6093698;7.61171E+12;
